loss,reward
1.0052406787872314,10.0
0.938234806060791,16.0
0.9038563370704651,13.0
1.0721311569213867,13.0
1.0884466171264648,9.0
0.9882300496101379,16.0
0.8247889280319214,12.0
1.159281849861145,8.0
0.9926482439041138,10.0
0.7926012873649597,15.0
0.6759384870529175,12.0
0.7418283820152283,12.0
1.250063419342041,10.0
1.0665298700332642,11.0
0.884956419467926,14.0
1.5267670154571533,21.0
1.0060768127441406,11.0
0.7448235750198364,14.0
0.7304971218109131,8.0
0.5040633678436279,9.0
1.2979228496551514,11.0
1.1652199029922485,13.0
0.4885593056678772,17.0
2.711622714996338,9.0
2.0893149375915527,13.0
2.1496152877807617,14.0
1.3781054019927979,11.0
2.4626693725585938,9.0
1.469395399093628,35.0
2.133195400238037,13.0
2.5394086837768555,11.0
2.6313629150390625,12.0
3.8399503231048584,12.0
2.4124176502227783,15.0
5.923683166503906,14.0
5.063031196594238,16.0
1.0912296772003174,12.0
3.9304239749908447,9.0
4.217772483825684,9.0
4.825203895568848,20.0
4.946014881134033,14.0
1.9850680828094482,9.0
3.522963047027588,15.0
3.396026849746704,11.0
3.620374917984009,20.0
0.7454670667648315,24.0
6.956432342529297,10.0
5.894589900970459,23.0
2.432488441467285,10.0
2.3541603088378906,9.0
3.6605167388916016,13.0
6.565936088562012,18.0
7.213460922241211,11.0
6.1400861740112305,10.0
3.1718766689300537,23.0
1.5837626457214355,11.0
4.252501964569092,10.0
2.710322380065918,9.0
2.7507755756378174,12.0
2.5190658569335938,14.0
3.4547524452209473,15.0
2.425307273864746,10.0
5.070804595947266,12.0
2.0133213996887207,13.0
1.3088197708129883,14.0
4.729578495025635,32.0
1.4347045421600342,12.0
2.2522788047790527,18.0
2.4146928787231445,16.0
1.6829118728637695,14.0
1.1208124160766602,11.0
9.64918327331543,9.0
3.2157437801361084,30.0
2.0361480712890625,15.0
2.165546417236328,16.0
8.211457252502441,10.0
0.9401785731315613,9.0
2.4457900524139404,11.0
2.210268974304199,11.0
3.137831211090088,11.0
0.8440852165222168,10.0
4.062771320343018,10.0
1.1951895952224731,14.0
1.7392164468765259,15.0
0.9854236245155334,13.0
2.817370891571045,12.0
11.575108528137207,11.0
1.2599973678588867,14.0
21.275238037109375,11.0
1.1275477409362793,16.0
19.12633514404297,9.0
0.7045462131500244,12.0
1.282411813735962,24.0
1.2737758159637451,12.0
1.7536112070083618,13.0
0.4736606180667877,15.0
2.9032208919525146,12.0
17.83544921875,15.0
0.144694983959198,13.0
0.11223483085632324,9.0
0.6536595225334167,11.0
1.8583165407180786,9.0
2.801208019256592,23.0
1.2067019939422607,12.0
14.799835205078125,18.0
50.40501403808594,11.0
21.13235092163086,14.0
1.3205702304840088,12.0
26.46936798095703,19.0
1.9910495281219482,10.0
1.7478898763656616,14.0
28.649948120117188,13.0
24.29810333251953,11.0
19.350942611694336,16.0
2.404128074645996,20.0
21.724040985107422,12.0
0.47500544786453247,8.0
17.639904022216797,16.0
0.7920713424682617,13.0
1.0298410654067993,12.0
5.442098617553711,9.0
6.1892499923706055,12.0
2.4968059062957764,15.0
1.3679054975509644,10.0
26.152753829956055,10.0
2.313396692276001,17.0
19.796131134033203,14.0
5.0105791091918945,21.0
1.2098321914672852,10.0
5.529819488525391,11.0
16.688419342041016,10.0
16.383352279663086,10.0
2.236942768096924,13.0
1.2922799587249756,10.0
13.035676956176758,9.0
2.7312545776367188,15.0
12.598475456237793,10.0
15.488855361938477,16.0
20.101455688476562,15.0
0.917701780796051,14.0
9.08260440826416,12.0
17.7020263671875,21.0
0.5254603624343872,12.0
2.727846145629883,23.0
1.122387409210205,11.0
6.014100551605225,9.0
5.9936041831970215,16.0
3.0986366271972656,14.0
8.576635360717773,14.0
1.0436136722564697,15.0
0.5857119560241699,10.0
10.598450660705566,12.0
4.196301460266113,23.0
3.296168088912964,36.0
3.1035146713256836,46.0
4.989193916320801,28.0
4.2870564460754395,24.0
2.5187768936157227,16.0
2.364976406097412,33.0
3.59096622467041,28.0
1.9811851978302002,49.0
2.1761412620544434,33.0
1.2895420789718628,18.0
4.744256973266602,23.0
5.308001518249512,32.0
3.1128289699554443,19.0
0.9536681175231934,21.0
0.8445150256156921,27.0
1.6471831798553467,29.0
0.8139907121658325,18.0
0.45575615763664246,37.0
2.201921224594116,24.0
2.439056396484375,48.0
3.1022932529449463,27.0
0.6956360340118408,29.0
5.293889999389648,20.0
3.1520423889160156,22.0
0.8110558986663818,35.0
0.703205943107605,27.0
8.527379035949707,22.0
3.301760673522949,35.0
1.214202642440796,79.0
0.4808204770088196,36.0
1.2272849082946777,44.0
4.080957889556885,68.0
4.068131446838379,40.0
1.240752935409546,43.0
1.7216461896896362,27.0
0.5362578630447388,42.0
5.243084907531738,52.0
7.667569160461426,48.0
4.90084171295166,41.0
7.462798118591309,82.0
5.137686252593994,34.0
2.2025184631347656,62.0
2.368103504180908,53.0
6.364141464233398,37.0
1.387616753578186,26.0
0.5501967668533325,33.0
0.3711932897567749,63.0
0.7880558967590332,27.0
0.7184516787528992,56.0
1.4471263885498047,78.0
13.589715003967285,48.0
3.2661542892456055,46.0
3.0928618907928467,38.0
0.9338722229003906,36.0
9.302332878112793,43.0
0.2554934322834015,22.0
3.7951157093048096,28.0
4.2218403816223145,39.0
11.098201751708984,17.0
0.8574751019477844,43.0
0.5619335174560547,95.0
0.5745765566825867,37.0
3.9419357776641846,39.0
0.32647421956062317,94.0
0.38482898473739624,25.0
1.7817796468734741,34.0
0.20226126909255981,36.0
4.54070520401001,47.0
0.33289971947669983,86.0
3.4320435523986816,51.0
3.330638885498047,12.0
18.19524383544922,23.0
14.327302932739258,29.0
13.663796424865723,43.0
0.8181047439575195,33.0
0.35089099407196045,29.0
5.636306285858154,97.0
1.8189270496368408,37.0
1.4628684520721436,28.0
0.288133442401886,34.0
2.3660199642181396,27.0
2.543393611907959,18.0
0.8514791131019592,39.0
1.3419855833053589,81.0
11.85647201538086,73.0
11.813922882080078,30.0
1.2596321105957031,53.0
3.0196890830993652,65.0
0.7307968139648438,59.0
4.027649402618408,24.0
0.6465775370597839,73.0
7.5393595695495605,38.0
1.7471050024032593,30.0
6.533773899078369,58.0
15.312294960021973,64.0
0.38467171788215637,54.0
3.7791335582733154,69.0
0.3310561180114746,206.0
1.3913967609405518,40.0
0.5283001661300659,28.0
0.2936587929725647,82.0
1.8905280828475952,50.0
0.5745686292648315,62.0
1.029046893119812,81.0
15.36055850982666,30.0
8.93359661102295,55.0
0.6083282828330994,22.0
0.6773274540901184,73.0
0.24460887908935547,57.0
1.1833484172821045,93.0
1.2547426223754883,112.0
0.23196256160736084,88.0
0.40882205963134766,16.0
0.5450012683868408,56.0
9.963562965393066,10.0
4.130703926086426,40.0
10.872403144836426,69.0
13.169276237487793,128.0
0.3068404793739319,55.0
13.261213302612305,73.0
3.5771350860595703,58.0
13.52310562133789,58.0
1.1364262104034424,77.0
2.484490156173706,75.0
0.6907025575637817,40.0
1.239121913909912,86.0
0.29947739839553833,125.0
0.7724553346633911,37.0
6.021295070648193,51.0
10.326737403869629,43.0
0.5168171525001526,29.0
2.028886318206787,36.0
1.2628917694091797,40.0
10.18667984008789,112.0
4.337211608886719,35.0
0.3879658281803131,60.0
0.32768988609313965,77.0
0.24427610635757446,69.0
2.356691360473633,63.0
2.8188910484313965,58.0
0.3978702127933502,72.0
0.19305872917175293,178.0
5.730681896209717,91.0
9.791862487792969,37.0
0.25268658995628357,63.0
4.184520721435547,30.0
6.101618766784668,65.0
0.29577019810676575,233.0
6.774166584014893,107.0
0.24070537090301514,52.0
0.3423921763896942,92.0
0.35563474893569946,99.0
0.1851816475391388,44.0
2.796942710876465,61.0
0.187289297580719,131.0
11.210996627807617,157.0
10.367517471313477,109.0
0.1709180623292923,116.0
0.28593021631240845,80.0
5.693853378295898,82.0
0.2642713189125061,74.0
0.3430604636669159,115.0
1.4107599258422852,53.0
0.10739900916814804,269.0
2.8344545364379883,66.0
0.2608177065849304,99.0
7.351003646850586,273.0
0.32957935333251953,155.0
0.17424622178077698,127.0
0.14516004920005798,368.0
0.15375089645385742,166.0
2.2978336811065674,72.0
10.268333435058594,182.0
3.1516215801239014,378.0
0.9624005556106567,202.0
